Timestamp,Quality,Type,ID,Alarm State,Resource,Reference,Message
 06/29/21  19:00:10.205,,SOER,EVT_TRUE,,SCS0118,485XY1048 AIR LOCK DMPR CLS,TRUE
 06/29/21  19:00:10.205,,SOER,EVT_TRUE,,SCS0118,485XY1047 BAT RM DMPR CLS,TRUE
 06/29/21  19:00:10.205,,SOER,EVT_TRUE,,SCS0118,485XY1046 BAT RM DMPR CLS,TRUE
 06/29/21  19:00:10.205,,SOER,EVT_TRUE,,SCS0118,485XY1088 485-DOMSD-1088 TRIP,TRUE
 06/29/21  19:00:10.205,,SOER,EVT_TRUE,,SCS0118,485XY1079 PRU OUTDOOR GAS DMPR,TRUE
 06/29/21  19:00:09.957,,BSYS,4181-4,,SCS0118,SCS0118,SCS0118  Output Enabled
 06/29/21  18:59:31.941,,BSYS,0082-3,,SCS0118,SCS0118,SCS0118  IOM Recover FIO NODE 03 SLOT 05
 06/29/21  18:59:31.941,,BSYS,0082-3,,SCS0118,SCS0118,SCS0118  IOM Recover FIO NODE 03 SLOT 04
 06/29/21  18:59:31.941,,BSYS,0082-3,,SCS0118,SCS0118,SCS0118  IOM Recover FIO NODE 03 SLOT 03
 06/29/21  18:59:31.941,,BSYS,0459-4,,SCS0118,SCS0118,SCS0118  IOM In  Service FIO NODE 03 SLOT 03
 06/29/21  18:59:31.941,,BSYS,0082-3,,SCS0118,SCS0118,SCS0118  IOM Recover FIO NODE 03 SLOT 02
 06/29/21  18:59:31.941,,BSYS,0082-3,,SCS0118,SCS0118,SCS0118  IOM Recover FIO NODE 03 SLOT 01
 06/29/21  18:59:31.691,,BSYS,0082-3,,SCS0118,SCS0118,SCS0118  IOM Recover FIO NODE 03 SLOT 08
 06/29/21  18:59:31.691,,BSYS,0082-3,,SCS0118,SCS0118,SCS0118  IOM Recover FIO NODE 03 SLOT 07
 06/29/21  18:59:31.191,,BSYS,0082-3,,SCS0118,SCS0118,SCS0118  IOM Recover FIO NODE 02 SLOT 05
 06/29/21  18:59:31.191,,BSYS,0082-3,,SCS0118,SCS0118,SCS0118  IOM Recover FIO NODE 02 SLOT 04
